project_index,project_title,project_author,entity_type,clickable_entity
157,"Axigo","Tomás Sánchez",persona,"Tomás Sánchez"
157,"Axigo","Tomás Sánchez",persona,"Tomás Vivanco"
158,"Centralcorp","Francisco Poulsen",persona,"Francisco Poulsen"
159,"Olivo","Francisco Poulsen",persona,"Francisco Poulsen"
160,"Délano","Francisco Poulsen",persona,"Francisco Poulsen"
161,"Sala simulación AVD","María Fernanda Gonzalez, Clemente López, Valentina Navarrete",persona,"María Fernanda Gonzalez"
161,"Sala simulación AVD","María Fernanda Gonzalez, Clemente López, Valentina Navarrete",persona,"Clemente López"
161,"Sala simulación AVD","María Fernanda Gonzalez, Clemente López, Valentina Navarrete",persona,"Valentina Navarrete"
162,"Salud oportuna en el sistema público de Chile","Felipe Vilches Ivelić",persona,"Felipe Vilches Ivelić"
162,"Salud oportuna en el sistema público de Chile","Felipe Vilches Ivelić",persona,"LIP UC"
163,"El delantal vestido","Felipe Vilches Ivelić",persona,"Felipe Vilches Ivelić"
163,"El delantal vestido","Felipe Vilches Ivelić",persona,"Camila Ríos Erazo Identidad"
163,"El delantal vestido","Felipe Vilches Ivelić",persona,"Sergio Ramírez Flores"
164,"De Este a Oeste, de Norte a Sur","Felipe Vilches Ivelić",persona,"Felipe Vilches Ivelić"
164,"De Este a Oeste, de Norte a Sur","Felipe Vilches Ivelić",persona,"Domingo Abelli Producción"
164,"De Este a Oeste, de Norte a Sur","Felipe Vilches Ivelić",persona,"Goroka TV"
165,"Péndulo","Daniela Reyes Muñoz",persona,"Daniela Reyes Muñoz"
166,"Cositas Fanzine","Daniela Reyes Muñoz",persona,"Daniela Reyes Muñoz"
167,"Mujeres Inspiradoras","Daniela Reyes Muñoz",persona,"Daniela Reyes Muñoz"
167,"Mujeres Inspiradoras","Daniela Reyes Muñoz",persona,"Mujeres Bacanas"
168,"Los Heroes Magazine Covers","Daniela Reyes Muñoz",persona,"Daniela Reyes Muñoz"
168,"Los Heroes Magazine Covers","Daniela Reyes Muñoz",persona,"Revista Los Héroes"
169,"Disonia","Joaquín Gajardo",persona,"Joaquín Gajardo"
169,"Disonia","Joaquín Gajardo",persona,"DISONIA Trabajo"
169,"Disonia","Joaquín Gajardo",persona,"Gaja Studio"
169,"Disonia","Joaquín Gajardo",estudio,"Gaja Studio"
170,"TOPO COLECTIVO","Joaquín Gajardo",persona,"Joaquín Gajardo"
170,"TOPO COLECTIVO","Joaquín Gajardo",persona,"TOPO COLECTIVO Trabajo"
170,"TOPO COLECTIVO","Joaquín Gajardo",persona,"Gaja Studio"
170,"TOPO COLECTIVO","Joaquín Gajardo",estudio,"Gaja Studio"
171,"La Raíz del Aire","Florencia Caro, Colomba Acosta",persona,"Florencia Caro"
171,"La Raíz del Aire","Florencia Caro, Colomba Acosta",persona,"Colomba Acosta"
171,"La Raíz del Aire","Florencia Caro, Colomba Acosta",persona,"Vivanco Realizado"
171,"La Raíz del Aire","Florencia Caro, Colomba Acosta",persona,"Mucha Trama Estudio"
171,"La Raíz del Aire","Florencia Caro, Colomba Acosta",estudio,"Mucha Trama Estudio"
172,"Raíz Rituales","Colomba Acosta, Florencia Caro",persona,"Colomba Acosta"
172,"Raíz Rituales","Colomba Acosta, Florencia Caro",persona,"Florencia Caro"
172,"Raíz Rituales","Colomba Acosta, Florencia Caro",persona,"Raíz Rituales Realizado"
172,"Raíz Rituales","Colomba Acosta, Florencia Caro",persona,"Mucha Trama Estudio"
172,"Raíz Rituales","Colomba Acosta, Florencia Caro",estudio,"Mucha Trama Estudio"
173,"Decide Chile","Constanza Morales",persona,"Constanza Morales"
173,"Decide Chile","Constanza Morales",persona,"Natalia Rojo"
173,"Decide Chile","Constanza Morales",persona,"Camila Navarrete"
174,"Antagonista","Bernardita Hoffmann",persona,"Bernardita Hoffmann"
175,"Batallas en el barrio","Magdalena Leigh",persona,"Magdalena Leigh"
175,"Batallas en el barrio","Magdalena Leigh",persona,"Magdalena Leigh Guiatura"
175,"Batallas en el barrio","Magdalena Leigh",persona,"Pedro Álvarez"
176,"POLKA DOT","Fernanda Gutiérrez",persona,"Fernanda Gutiérrez"
176,"POLKA DOT","Fernanda Gutiérrez",persona,"@fgtzzz_"
176,"POLKA DOT","Fernanda Gutiérrez",persona,"@javinaranjot"
176,"POLKA DOT","Fernanda Gutiérrez",persona,"@diegoaguilera.p"
176,"POLKA DOT","Fernanda Gutiérrez",persona,"@agustinazegers"
176,"POLKA DOT","Fernanda Gutiérrez",persona,"@manuela.eyz"
177,"Fresca Rebeca","Fernanda Gutiérrez",persona,"Fernanda Gutiérrez"
177,"Fresca Rebeca","Fernanda Gutiérrez",persona,"@fgtzzz_"
177,"Fresca Rebeca","Fernanda Gutiérrez",persona,"@crisa.a"
177,"Fresca Rebeca","Fernanda Gutiérrez",persona,"@javinaranjot"
178,"Presente","Daniela Gajardo",persona,"Daniela Gajardo"
178,"Presente","Daniela Gajardo",persona,"Diamela Burboa"
178,"Presente","Daniela Gajardo",persona,"Elisa Modak"
178,"Presente","Daniela Gajardo",persona,"Isidora Modak"
178,"Presente","Daniela Gajardo",persona,"Isidora Montalván"
178,"Presente","Daniela Gajardo",persona,"Josefina Stuardo Post-producción"
178,"Presente","Daniela Gajardo",persona,"Carlos Nauto"
179,"Las piedras","Daniel Riveros",persona,"Daniel Riveros"
180,"Logo sello Jacobino Discos","Daniel Riveros",persona,"Daniel Riveros"
180,"Logo sello Jacobino Discos","Daniel Riveros",persona,"Rodrigo Araya"
181,"Hungría","Daniel Riveros",persona,"Daniel Riveros"
182,"Ciencia Exacta","Daniel Riveros",persona,"Daniel Riveros"
182,"Ciencia Exacta","Daniel Riveros",persona,"Camilo Huinca"
182,"Ciencia Exacta","Daniel Riveros",persona,"Gepe Logo"
183,"Afiche Voy y Vuelvo (Chancho en Piedra)","Felipe Ilabaca",persona,"Felipe Ilabaca"
184,"Ciencia Ficción (Obra de teatro)","Felipe Ilabaca",persona,"Felipe Ilabaca"
184,"Ciencia Ficción (Obra de teatro)","Felipe Ilabaca",persona,"Luis Cifuentes Diseño"
184,"Ciencia Ficción (Obra de teatro)","Felipe Ilabaca",persona,"Claudio Rojas"
185,"Restaurant KrossBar","Catalina Harasic",persona,"Catalina Harasic"
185,"Restaurant KrossBar","Catalina Harasic",persona,"Harasic Diseño"
185,"Restaurant KrossBar","Catalina Harasic",persona,"Iluminación Proyecto"
185,"Restaurant KrossBar","Catalina Harasic",persona,"Diagrama Arquitectos"
186,"Dynamics of coastal picoeukaryote communities in response to oil spill disturbances","Alejandro Durán",persona,"Alejandro Durán"
186,"Dynamics of coastal picoeukaryote communities in response to oil spill disturbances","Alejandro Durán",persona,"Benjamín Glasner"
186,"Dynamics of coastal picoeukaryote communities in response to oil spill disturbances","Alejandro Durán",persona,"Isidora Morel-Letelier"
186,"Dynamics of coastal picoeukaryote communities in response to oil spill disturbances","Alejandro Durán",persona,"Esteban Osses"
186,"Dynamics of coastal picoeukaryote communities in response to oil spill disturbances","Alejandro Durán",persona,"Camilo Gálvez-Aracena"
187,"Flora Nativa","María José Carmona",persona,"María José Carmona"
187,"Flora Nativa","María José Carmona",persona,"Juan Vidal"
187,"Flora Nativa","María José Carmona",persona,"María José Carmona Editorial"
187,"Flora Nativa","María José Carmona",persona,"Amanuta Institución"
187,"Flora Nativa","María José Carmona",persona,"IEB Senda Darwin CNCA"
188,"Al agua","María José Carmona",persona,"María José Carmona"
188,"Al agua","María José Carmona",persona,"Loreto Salinas Texto"
188,"Al agua","María José Carmona",persona,"Sam García Editorial Manivela"
189,"Panchita recorre Chiloé","Gabriela Sandoval",persona,"Gabriela Sandoval"
189,"Panchita recorre Chiloé","Gabriela Sandoval",persona,"Malvina García"
190,"Mou Studio","Martina Palominos",persona,"Martina Palominos"
191,"Misión Korex: Estrategia gamificada para potenciar la actividad física en escolares","Teresita de Jesús Reymond",persona,"Teresita de Jesús Reymond"
191,"Misión Korex: Estrategia gamificada para potenciar la actividad física en escolares","Teresita de Jesús Reymond",persona,"Patricia Manns"
192,"El Pescador de Chiloé","Gabriela Sandoval",persona,"Gabriela Sandoval"
192,"El Pescador de Chiloé","Gabriela Sandoval",persona,"Magdalena Schroeder"
192,"El Pescador de Chiloé","Gabriela Sandoval",persona,"Malvina García"
193,"Ari-test","Macarena Silva",persona,"Macarena Silva"
193,"Ari-test","Macarena Silva",persona,"Macarena Silva Desarrollado"
193,"Ari-test","Macarena Silva",persona,"Ari Health Design"
194,"Deseo, Carne y Voluntad","Javiera Donoso",persona,"Javiera Donoso"
195,"Ahora o nunca","Javiera Donoso",persona,"Javiera Donoso"
196,"The Art of Talking About Art","María Jesús Vidal Lynch",persona,"María Jesús Vidal Lynch"
197,"Refugia","Constanza Weinreich Siraqyan",persona,"Constanza Weinreich Siraqyan"
197,"Refugia","Constanza Weinreich Siraqyan",persona,"Constanza Weinreich"
198,"MUDA","Ignacia Bianchi",persona,"Ignacia Bianchi"
198,"MUDA","Ignacia Bianchi",persona,"Dillan González"
199,"Regularidad Irregular","Ignacia Bianchi",persona,"Ignacia Bianchi"
200,"Hati: El Equilibrio de los Espíritus","Clara Valenzuela Lowey",persona,"Clara Valenzuela Lowey"
201,"La ciudad como texto","Carola Ureta",persona,"Carola Ureta"
201,"La ciudad como texto","Carola Ureta",persona,"Felipe Sologuren"
202,"Metanoien","Tomás Corvalán Azócar",persona,"Tomás Corvalán Azócar"
203,"Desde la bio-imitación a la bioextrapolación: Diseño basado en Simbiogénesis","Daniela Rojas-Levy",persona,"Daniela Rojas-Levy"
203,"Desde la bio-imitación a la bioextrapolación: Diseño basado en Simbiogénesis","Daniela Rojas-Levy",persona,"Alejandro Durán"
204,"Humanidad Teenager","Benjamín Saíz",persona,"Benjamín Saíz"
205,"CHT Lab","Benjamín Saíz",persona,"Benjamín Saíz"
206,"Si el mundo se acabara hoy","Pablo González",persona,"Pablo González"
206,"Si el mundo se acabara hoy","Pablo González",persona,"Ad Portas"
207,"Resonancias Tectónicas","Marcos Chilet",persona,"Marcos Chilet"
207,"Resonancias Tectónicas","Marcos Chilet",persona,"Pablo Hermansen"
207,"Resonancias Tectónicas","Marcos Chilet",persona,"Martín Tironi"
207,"Resonancias Tectónicas","Marcos Chilet",persona,"Carlos Chilet"
207,"Resonancias Tectónicas","Marcos Chilet",persona,"Carola Ureta Editorial"
207,"Resonancias Tectónicas","Marcos Chilet",persona,"Ediciones UC"
208,"Salud Oportuna","Sara Riveros",persona,"Sara Riveros"
209,"GOLDFISH","María Jesús Contreras",persona,"María Jesús Contreras"
210,"Stilllife 1","María Jesús Contreras",persona,"María Jesús Contreras"
211,"30 Grad Mag","María Jesús Contreras",persona,"María Jesús Contreras"
212,"Frog Party","María Jesús Contreras",persona,"María Jesús Contreras"
213,"Metro 21","Josefina Andreu",persona,"Josefina Andreu"
214,"Confluencia: Ruta de 52 murales en la Región Metropolitana","Josefina Andreu",persona,"Josefina Andreu"
215,"Borrowed Matter / Materia Prestada","Sofía Guridi",persona,"Sofía Guridi"
215,"Borrowed Matter / Materia Prestada","Sofía Guridi",persona,"Juan Pablo Vergara Bienal"
216,"Dissolvable Biotextile Keyboard","Sofía Guridi",persona,"Sofía Guridi"
216,"Dissolvable Biotextile Keyboard","Sofía Guridi",persona,"Vertti Virasjoki Presentado"
216,"Dissolvable Biotextile Keyboard","Sofía Guridi",persona,"Dutch Design Week"
217,"Palpa","Josefa Cortés",persona,"Josefa Cortés"
218,"El Delantal Vestido","Catalina Harasic",persona,"Catalina Harasic"
218,"El Delantal Vestido","Catalina Harasic",persona,"Camila Ríos Erazo Fotografía"
218,"El Delantal Vestido","Catalina Harasic",persona,"Valentina Osnovikoff"
219,"Zipi","Maximiliano Contreras",persona,"Maximiliano Contreras"
220,"Postres Paula","Paulina Astudillo",persona,"Paulina Astudillo"
220,"Postres Paula","Paulina Astudillo",persona,"Otros Pérez Identidad"
220,"Postres Paula","Paulina Astudillo",persona,"Otros Pérez"
221,"Vestigios","Carolina Pacheco",persona,"Carolina Pacheco"
221,"Vestigios","Carolina Pacheco",persona,"Colectivo Ronda"
221,"Vestigios","Carolina Pacheco",persona,"Yael Berkowitz"
221,"Vestigios","Carolina Pacheco",persona,"Aníbal Fuentes"
221,"Vestigios","Carolina Pacheco",persona,"Natalia Cerda"
221,"Vestigios","Carolina Pacheco",persona,"Francisca Feijoo"
221,"Vestigios","Carolina Pacheco",persona,"Loreto Leiva"
221,"Vestigios","Carolina Pacheco",persona,"Benjamín Salazar"
222,"El Delantal Vestido","Camila Ríos Erazo",persona,"Camila Ríos Erazo"
222,"El Delantal Vestido","Camila Ríos Erazo",persona,"Camila Ríos Erazo Diseño"
222,"El Delantal Vestido","Camila Ríos Erazo",persona,"Casanueva Reyes"
223,"Sonic Ecologies 2.0","Joaquín Rosas",persona,"Joaquín Rosas"
223,"Sonic Ecologies 2.0","Joaquín Rosas",persona,"Moving Works"
223,"Sonic Ecologies 2.0","Joaquín Rosas",persona,"Low Studio Universidad Adolfo"
223,"Sonic Ecologies 2.0","Joaquín Rosas",persona,"Hurto Visual"
223,"Sonic Ecologies 2.0","Joaquín Rosas",estudio,"Low Studio"
224,"Gubii Bags","Joaquín Rosas",persona,"Joaquín Rosas"
224,"Gubii Bags","Joaquín Rosas",persona,"Gubii Incluye"
225,"Antiquity Collection","Sebastián Errázuriz",persona,"Sebastián Errázuriz"
225,"Antiquity Collection","Sebastián Errázuriz",persona,"Sebastian Studio"
225,"Antiquity Collection","Sebastián Errázuriz",estudio,"Sebastian Studio"
226,"IMAGINE ARTIFICIAL GENERAL INTELLIGENCE","Sebastián Errázuriz",persona,"Sebastián Errázuriz"
226,"IMAGINE ARTIFICIAL GENERAL INTELLIGENCE","Sebastián Errázuriz",persona,"Sebastian Studio"
226,"IMAGINE ARTIFICIAL GENERAL INTELLIGENCE","Sebastián Errázuriz",estudio,"Sebastian Studio"
227,"Melissa + Sebastián","Sebastián Errázuriz",persona,"Sebastián Errázuriz"
227,"Melissa + Sebastián","Sebastián Errázuriz",persona,"Sebastian Studio"
227,"Melissa + Sebastián","Sebastián Errázuriz",estudio,"Sebastian Studio"
228,"Encuentros","Ignacia Murtagh",persona,"Ignacia Murtagh"
229,"Bancas Lapis. Palacio Pereira","Ignacia Murtagh",persona,"Ignacia Murtagh"
230,"Woven Landscapes. Gallura","Ignacia Murtagh",persona,"Ignacia Murtagh"
231,"Across Andes 2025 Volcano Edition","Joaquín Rosas",persona,"Joaquín Rosas"
232,"Natural Killer","Leopoldo Herrera",persona,"Leopoldo Herrera"
233,"Con Devuelta","Isabel Díaz-del Río",persona,"Isabel Díaz-del Río"
234,"Calcáreo","Carolina Pacheco",persona,"Carolina Pacheco"
234,"Calcáreo","Carolina Pacheco",persona,"Diseño UC Profesores"
234,"Calcáreo","Carolina Pacheco",persona,"Alejandro Durán"
234,"Calcáreo","Carolina Pacheco",persona,"María José Besoaín"
234,"Calcáreo","Carolina Pacheco",persona,"Aníbal Fuentes"
234,"Calcáreo","Carolina Pacheco",persona,"Alejandro Weiss Fotografías"
234,"Calcáreo","Carolina Pacheco",persona,"Omar Faundez"
234,"Calcáreo","Carolina Pacheco",persona,"Antonia Valencia"
235,"AjuarParn","Camila Ríos Erazo",persona,"Camila Ríos Erazo"
236,"Guaico","Joaquín Gajardo",persona,"Joaquín Gajardo"
236,"Guaico","Joaquín Gajardo",persona,"GUAICO Trabajo"
236,"Guaico","Joaquín Gajardo",persona,"Gaja Studio"
236,"Guaico","Joaquín Gajardo",estudio,"Gaja Studio"
237,"A Punto","María José Díaz",persona,"María José Díaz"
237,"A Punto","María José Díaz",persona,"Blanca Estudio Branding Manager"
237,"A Punto","María José Díaz",estudio,"Blanca Estudio"
238,"VSPT","María José Díaz",persona,"María José Díaz"
238,"VSPT","María José Díaz",persona,"Blanca Estudio Branding Manager"
238,"VSPT","María José Díaz",estudio,"Blanca Estudio"
239,"Resurgir: un poema a las raíces","Magdalena Sáez",persona,"Magdalena Sáez"
239,"Resurgir: un poema a las raíces","Magdalena Sáez",persona,"Adeu Equipo"
239,"Resurgir: un poema a las raíces","Magdalena Sáez",persona,"Giuliana Mellafe"
239,"Resurgir: un poema a las raíces","Magdalena Sáez",persona,"Magdalena Sáenz"
239,"Resurgir: un poema a las raíces","Magdalena Sáez",persona,"Sebastián Tala"
239,"Resurgir: un poema a las raíces","Magdalena Sáez",persona,"María Jesús Vallejos"
239,"Resurgir: un poema a las raíces","Magdalena Sáez",persona,"Josefina Véliz"
240,"Resurgir: un poema a las raíces","María Jesús Vallejos",persona,"María Jesús Vallejos"
240,"Resurgir: un poema a las raíces","María Jesús Vallejos",persona,"Adeu Equipo"
240,"Resurgir: un poema a las raíces","María Jesús Vallejos",persona,"Giuliana Mellafe"
240,"Resurgir: un poema a las raíces","María Jesús Vallejos",persona,"Magdalena Sáenz"
240,"Resurgir: un poema a las raíces","María Jesús Vallejos",persona,"Sebastián Tala"
240,"Resurgir: un poema a las raíces","María Jesús Vallejos",persona,"Josefina Véliz"
241,"Resurgir: un poema a las raíces","Sebastián Tala",persona,"Sebastián Tala"
241,"Resurgir: un poema a las raíces","Sebastián Tala",persona,"Adeu Equipo"
241,"Resurgir: un poema a las raíces","Sebastián Tala",persona,"Giuliana Mellafe"
241,"Resurgir: un poema a las raíces","Sebastián Tala",persona,"Magdalena Sáenz"
241,"Resurgir: un poema a las raíces","Sebastián Tala",persona,"María Jesús Vallejos"
241,"Resurgir: un poema a las raíces","Sebastián Tala",persona,"Josefina Véliz"
242,"Resurgir: un poema a las raíces","Giuliana Mellafe",persona,"Giuliana Mellafe"
242,"Resurgir: un poema a las raíces","Giuliana Mellafe",persona,"Adeu Equipo"
242,"Resurgir: un poema a las raíces","Giuliana Mellafe",persona,"Magdalena Sáenz"
242,"Resurgir: un poema a las raíces","Giuliana Mellafe",persona,"Sebastián Tala"
242,"Resurgir: un poema a las raíces","Giuliana Mellafe",persona,"María Jesús Vallejos"
242,"Resurgir: un poema a las raíces","Giuliana Mellafe",persona,"Josefina Véliz"
243,"Resurgir: un poema a las raíces","Josefina Véliz",persona,"Josefina Véliz"
243,"Resurgir: un poema a las raíces","Josefina Véliz",persona,"Adeu Equipo"
243,"Resurgir: un poema a las raíces","Josefina Véliz",persona,"Giuliana Mellafe"
243,"Resurgir: un poema a las raíces","Josefina Véliz",persona,"Magdalena Sáenz"
243,"Resurgir: un poema a las raíces","Josefina Véliz",persona,"Sebastián Tala"
243,"Resurgir: un poema a las raíces","Josefina Véliz",persona,"María Jesús Vallejos"
244,"Bote de pesca","Alejandra Echeverría",persona,"Alejandra Echeverría"
245,"Candelabro Lollapalooza 2026","Carlos Nauto Paez",persona,"Carlos Nauto Paez"
245,"Candelabro Lollapalooza 2026","Carlos Nauto Paez",persona,"@candelabro.candelabro"
245,"Candelabro Lollapalooza 2026","Carlos Nauto Paez",persona,"@lollapaloozacl."
246,"Pedro Ruminot - Festival de Viña del Mar 2027","Carlos Nauto Paez",persona,"Carlos Nauto Paez"
246,"Pedro Ruminot - Festival de Viña del Mar 2027","Carlos Nauto Paez",persona,"@pedroruminot"
246,"Pedro Ruminot - Festival de Viña del Mar 2027","Carlos Nauto Paez",persona,"@elfestivaldevina"
247,"Juan Pablo López - Festival de Viña del Mar 2026","Carlos Nauto Paez",persona,"Carlos Nauto Paez"
247,"Juan Pablo López - Festival de Viña del Mar 2026","Carlos Nauto Paez",persona,"María José Tapia"
248,"Palabras marchitas","Aribel González",persona,"Aribel González"
248,"Palabras marchitas","Aribel González",persona,"Simón Pešutic Proyecto"
248,"Palabras marchitas","Aribel González",persona,"Otros Pérez"
249,"Aguas Andinas","Aribel González",persona,"Aribel González"
249,"Aguas Andinas","Aribel González",persona,"Aguas Andinas"
249,"Aguas Andinas","Aribel González",persona,"Otros Pérez"
250,"INTRÉPIDA ATELIER","Hyemin An",persona,"Hyemin An"
250,"INTRÉPIDA ATELIER","Hyemin An",persona,"Intrépida Atelier"
251,"Movimiento, vida, huellas / Libro de Artista","Hyemin An",persona,"Hyemin An"
252,"Theragun PRO Plus - By Therabody","Nicolás Robertson",persona,"Nicolás Robertson"
252,"Theragun PRO Plus - By Therabody","Nicolás Robertson",persona,"@dngr.ltd"
252,"Theragun PRO Plus - By Therabody","Nicolás Robertson",persona,"Addt'l CMF"
252,"Theragun PRO Plus - By Therabody","Nicolás Robertson",persona,"@nicordf."
253,"PHOTOVOLTAIC TRAINING BENCH","Nicolás Robertson",persona,"Nicolás Robertson"
254,"Dominó","Shuting Zhong Xie",persona,"Shuting Zhong Xie"
254,"Dominó","Shuting Zhong Xie",persona,"Sabado Sabado Estudio"
254,"Dominó","Shuting Zhong Xie",estudio,"Sabado Sabado Estudio"
255,"Night - Cranberry Mag","Emiliana Montes",persona,"Emiliana Montes"
255,"Night - Cranberry Mag","Emiliana Montes",persona,"Cranberry Chic Foto"
255,"Night - Cranberry Mag","Emiliana Montes",persona,"@paolavelasquezdiaz"
255,"Night - Cranberry Mag","Emiliana Montes",persona,"@pepo_fernandez"
255,"Night - Cranberry Mag","Emiliana Montes",persona,"@saralavinh."
256,"Revista Ya - mariana di girolamo","Emiliana Montes",persona,"Emiliana Montes"
256,"Revista Ya - mariana di girolamo","Emiliana Montes",persona,"Revista YA Foto"
256,"Revista Ya - mariana di girolamo","Emiliana Montes",persona,"@sergio.a.lopez"
256,"Revista Ya - mariana di girolamo","Emiliana Montes",persona,"@kemilyheart.hills"
256,"Revista Ya - mariana di girolamo","Emiliana Montes",persona,"@venvusvenus."
257,"CANTAR EL OLVIDO","Esteban Millar",persona,"Esteban Millar"
257,"CANTAR EL OLVIDO","Esteban Millar",persona,"Esteban Millar Fotografía"
257,"CANTAR EL OLVIDO","Esteban Millar",persona,"Luis Vicente Fresno"
258,"EMPLEOS VERDES","Esteban Millar",persona,"Esteban Millar"
258,"EMPLEOS VERDES","Esteban Millar",persona,"Joce Quezada Diseño"
258,"EMPLEOS VERDES","Esteban Millar",persona,"Esteban Millar Fotografía"
258,"EMPLEOS VERDES","Esteban Millar",persona,"Gregorio Valdés"
259,"Know Your Tools: Neuroscience and Service Design","Gaspar Jarry",persona,"Gaspar Jarry"
259,"Know Your Tools: Neuroscience and Service Design","Gaspar Jarry",persona,"Paula Wuth"
259,"Know Your Tools: Neuroscience and Service Design","Gaspar Jarry",persona,"Catalina Meza"
259,"Know Your Tools: Neuroscience and Service Design","Gaspar Jarry",persona,"Andrés Couve"
260,"Know Your Tools: Neuroscience and Service Design","Catalina Meza",persona,"Catalina Meza"
260,"Know Your Tools: Neuroscience and Service Design","Catalina Meza",persona,"Paula Wuth"
260,"Know Your Tools: Neuroscience and Service Design","Catalina Meza",persona,"Gaspar Jarry"
260,"Know Your Tools: Neuroscience and Service Design","Catalina Meza",persona,"Andrés Couve"
261,"Ecualizando futuros","Gaspar Jarry",persona,"Gaspar Jarry"
261,"Ecualizando futuros","Gaspar Jarry",persona,"Manuela Garretón"
262,"¿Dónde viven tus monstruos?","Isidora Silva",persona,"Isidora Silva"
263,"La naturaleza de la tecnología","Isidora Silva",persona,"Isidora Silva"
264,"Aurora Botánica","Javiera Palma",persona,"Javiera Palma"
265,"Otros Pérez","Catalina Pérez",persona,"Catalina Pérez"
266,"Emotional Patches","Felipe Orellana Fuentealba",persona,"Felipe Orellana Fuentealba"
266,"Emotional Patches","Felipe Orellana Fuentealba",persona,"@felipeorellanaf"
266,"Emotional Patches","Felipe Orellana Fuentealba",persona,"@vallechi_"
266,"Emotional Patches","Felipe Orellana Fuentealba",persona,"@tony_evan"
266,"Emotional Patches","Felipe Orellana Fuentealba",persona,"@joana__nobre"
266,"Emotional Patches","Felipe Orellana Fuentealba",persona,"@paquetenojai"
266,"Emotional Patches","Felipe Orellana Fuentealba",persona,"@pedronuno_"
266,"Emotional Patches","Felipe Orellana Fuentealba",persona,"@bellabellux"
266,"Emotional Patches","Felipe Orellana Fuentealba",persona,"@4getmenot__"
266,"Emotional Patches","Felipe Orellana Fuentealba",persona,"@thempresents"
266,"Emotional Patches","Felipe Orellana Fuentealba",persona,"@leandroreitz."
267,"Prints","Renata Scanavini Grazioli",persona,"Renata Scanavini Grazioli"
268,"Diseñadora Deco Hogar, Menaje","Renata Scanavini Grazioli",persona,"Renata Scanavini Grazioli"
268,"Diseñadora Deco Hogar, Menaje","Renata Scanavini Grazioli",persona,"Marcas Alaniz Home"
268,"Diseñadora Deco Hogar, Menaje","Renata Scanavini Grazioli",persona,"Sarah Miller"
268,"Diseñadora Deco Hogar, Menaje","Renata Scanavini Grazioli",persona,"Paris Cencosud Retail"
269,"ConservationReserves.org – Explora","Magdalena Aboitiz",persona,"Magdalena Aboitiz"
270,"Anillo Palmerae","Magdalena Aboitiz",persona,"Magdalena Aboitiz"
271,"Living Bajamar","Maria Jesus Arestizabal",persona,"Maria Jesus Arestizabal"
272,"Quincho Pinares","Maria Jesus Arestizabal",persona,"Maria Jesus Arestizabal"
